Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Bermuda,Region of the Americas of WHO,North America,2009,5,1/26/09,2/1/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,6,2/2/09,2/8/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,7,2/9/09,2/15/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,8,2/16/09,2/22/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,9,2/23/09,3/1/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,10,3/2/09,3/8/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,11,3/9/09,3/15/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,12,3/16/09,3/22/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,13,3/23/09,3/29/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,14,3/30/09,4/5/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,15,4/6/09,4/12/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,16,4/13/09,4/19/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,17,4/20/09,4/26/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,18,4/27/09,5/3/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,19,5/4/09,5/10/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,20,5/11/09,5/17/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,21,5/18/09,5/24/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,22,5/25/09,5/31/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,23,6/1/09,6/7/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,24,6/8/09,6/14/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,25,6/15/09,6/21/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,26,6/22/09,6/28/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,27,6/29/09,7/5/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,28,7/6/09,7/12/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,29,7/13/09,7/19/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,30,7/20/09,7/26/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,31,7/27/09,8/2/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,32,8/3/09,8/9/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,33,8/10/09,8/16/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,34,8/17/09,8/23/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,35,8/24/09,8/30/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,36,8/31/09,9/6/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,37,9/7/09,9/13/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,38,9/14/09,9/20/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,39,9/21/09,9/27/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,40,9/28/09,10/4/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,41,10/5/09,10/11/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,42,10/12/09,10/18/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,43,10/19/09,10/25/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,44,10/26/09,11/1/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,45,11/2/09,11/8/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,46,11/9/09,11/15/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,47,11/16/09,11/22/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,48,11/23/09,11/29/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,49,11/30/09,12/6/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,50,12/7/09,12/13/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,51,12/14/09,12/20/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,52,12/21/09,12/27/09,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2009,53,12/28/09,1/3/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,1,1/4/10,1/10/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,2,1/11/10,1/17/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,3,1/18/10,1/24/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,4,1/25/10,1/31/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,5,2/1/10,2/7/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,6,2/8/10,2/14/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,7,2/15/10,2/21/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,8,2/22/10,2/28/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,9,3/1/10,3/7/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,10,3/8/10,3/14/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,11,3/15/10,3/21/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,12,3/22/10,3/28/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,13,3/29/10,4/4/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,14,4/5/10,4/11/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,15,4/12/10,4/18/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,16,4/19/10,4/25/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,17,4/26/10,5/2/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,18,5/3/10,5/9/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,19,5/10/10,5/16/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,20,5/17/10,5/23/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,21,5/24/10,5/30/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,22,5/31/10,6/6/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,23,6/7/10,6/13/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,24,6/14/10,6/20/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,25,6/21/10,6/27/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,26,6/28/10,7/4/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,27,7/5/10,7/11/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,28,7/12/10,7/18/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,29,7/19/10,7/25/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,30,7/26/10,8/1/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,31,8/2/10,8/8/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,32,8/9/10,8/15/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,33,8/16/10,8/22/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,34,8/23/10,8/29/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,35,8/30/10,9/5/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,36,9/6/10,9/12/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,37,9/13/10,9/19/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,38,9/20/10,9/26/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,39,9/27/10,10/3/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,40,10/4/10,10/10/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,41,10/11/10,10/17/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,42,10/18/10,10/24/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,43,10/25/10,10/31/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,44,11/1/10,11/7/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,45,11/8/10,11/14/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,46,11/15/10,11/21/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,47,11/22/10,11/28/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,48,11/29/10,12/5/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,49,12/6/10,12/12/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,50,12/13/10,12/19/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,51,12/20/10,12/26/10,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2010,52,12/27/10,1/2/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,1,1/3/11,1/9/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,2,1/10/11,1/16/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,3,1/17/11,1/23/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,4,1/24/11,1/30/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,5,1/31/11,2/6/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,6,2/7/11,2/13/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,7,2/14/11,2/20/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,8,2/21/11,2/27/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,9,2/28/11,3/6/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,10,3/7/11,3/13/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,11,3/14/11,3/20/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,12,3/21/11,3/27/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,13,3/28/11,4/3/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,14,4/4/11,4/10/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,15,4/11/11,4/17/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,16,4/18/11,4/24/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,17,4/25/11,5/1/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,18,5/2/11,5/8/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,19,5/9/11,5/15/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,20,5/16/11,5/22/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,21,5/23/11,5/29/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,22,5/30/11,6/5/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,23,6/6/11,6/12/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,24,6/13/11,6/19/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,25,6/20/11,6/26/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,26,6/27/11,7/3/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,27,7/4/11,7/10/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,28,7/11/11,7/17/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,29,7/18/11,7/24/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,30,7/25/11,7/31/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,31,8/1/11,8/7/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,32,8/8/11,8/14/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,33,8/15/11,8/21/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,34,8/22/11,8/28/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,35,8/29/11,9/4/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,36,9/5/11,9/11/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,37,9/12/11,9/18/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,38,9/19/11,9/25/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,39,9/26/11,10/2/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,40,10/3/11,10/9/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,41,10/10/11,10/16/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,42,10/17/11,10/23/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,43,10/24/11,10/30/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,44,10/31/11,11/6/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,45,11/7/11,11/13/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,46,11/14/11,11/20/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,47,11/21/11,11/27/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,48,11/28/11,12/4/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,49,12/5/11,12/11/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,50,12/12/11,12/18/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,51,12/19/11,12/25/11,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2011,52,12/26/11,1/1/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,1,1/2/12,1/8/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,2,1/9/12,1/15/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,3,1/16/12,1/22/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,4,1/23/12,1/29/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,5,1/30/12,2/5/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,6,2/6/12,2/12/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,7,2/13/12,2/19/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,8,2/20/12,2/26/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,9,2/27/12,3/4/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,10,3/5/12,3/11/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,11,3/12/12,3/18/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,12,3/19/12,3/25/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,13,3/26/12,4/1/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,14,4/2/12,4/8/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,15,4/9/12,4/15/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,16,4/16/12,4/22/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,17,4/23/12,4/29/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,18,4/30/12,5/6/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,19,5/7/12,5/13/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,20,5/14/12,5/20/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,21,5/21/12,5/27/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,22,5/28/12,6/3/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,23,6/4/12,6/10/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,24,6/11/12,6/17/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,25,6/18/12,6/24/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,26,6/25/12,7/1/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,27,7/2/12,7/8/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,28,7/9/12,7/15/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,29,7/16/12,7/22/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,30,7/23/12,7/29/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,31,7/30/12,8/5/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,32,8/6/12,8/12/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,33,8/13/12,8/19/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,34,8/20/12,8/26/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,35,8/27/12,9/2/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,36,9/3/12,9/9/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,37,9/10/12,9/16/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,38,9/17/12,9/23/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,39,9/24/12,9/30/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,40,10/1/12,10/7/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,41,10/8/12,10/14/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,42,10/15/12,10/21/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,43,10/22/12,10/28/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,44,10/29/12,11/4/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,45,11/5/12,11/11/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,46,11/12/12,11/18/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,47,11/19/12,11/25/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,48,11/26/12,12/2/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,49,12/3/12,12/9/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,50,12/10/12,12/16/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,51,12/17/12,12/23/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2012,52,12/24/12,12/30/12,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,1,12/31/12,1/6/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,2,1/7/13,1/13/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,3,1/14/13,1/20/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,4,1/21/13,1/27/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,5,1/28/13,2/3/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,6,2/4/13,2/10/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,7,2/11/13,2/17/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,8,2/18/13,2/24/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,9,2/25/13,3/3/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,10,3/4/13,3/10/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,11,3/11/13,3/17/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,12,3/18/13,3/24/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,13,3/25/13,3/31/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,14,4/1/13,4/7/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,15,4/8/13,4/14/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,16,4/15/13,4/21/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,17,4/22/13,4/28/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,18,4/29/13,5/5/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,19,5/6/13,5/12/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,20,5/13/13,5/19/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,21,5/20/13,5/26/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,22,5/27/13,6/2/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,23,6/3/13,6/9/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,24,6/10/13,6/16/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,25,6/17/13,6/23/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,26,6/24/13,6/30/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,27,7/1/13,7/7/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,28,7/8/13,7/14/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,29,7/15/13,7/21/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,30,7/22/13,7/28/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,31,7/29/13,8/4/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,32,8/5/13,8/11/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,33,8/12/13,8/18/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,34,8/19/13,8/25/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,35,8/26/13,9/1/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,36,9/2/13,9/8/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,37,9/9/13,9/15/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,38,9/16/13,9/22/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,39,9/23/13,9/29/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,40,9/30/13,10/6/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,41,10/7/13,10/13/13,,,,,,,,,,,,,,,No Report
Bermuda,Region of the Americas of WHO,North America,2013,42,10/14/13,10/20/13,,,,,,,,,,,,,,,No Report
